train_loss,train_accuracy,test_loss,test_accuracy
0.7968089343323475,71.75906372070312,0.6714958156515288,76.3552017211914
0.5870550055477711,79.44245147705078,0.6191525437287836,78.52774047851562
0.4680328544285808,83.56344604492188,0.6671654029980602,76.7559585571289
0.3732563593938419,86.98355865478516,0.6995521431801303,76.4184799194336
0.2826201809196408,90.14017486572266,0.6857534266958301,78.48554992675781
0.2115594755927286,92.5484848022461,0.7456517421559199,78.6332015991211
0.1491627523967679,94.97786712646484,0.8573685781467681,75.5114974975586
0.12977622336477143,95.62605285644531,0.8068279487974692,78.21134948730469
0.10671733918287249,96.36383056640625,0.9037341904270169,77.34654998779297
0.08816650008600563,97.1226806640625,1.029601286521694,77.11453247070312
